method,numSamps,time,avgScore,maxScore,MHavgTime
mh,900,177.367,-15.7758,-15.1349,177.38874999999996
mh,900,177.384,-10.6446,-6.89031,177.38874999999996
mh,900,177.356,-15.5715,-15.0511,177.38874999999996
mh,900,177.421,-44.8674,-19.727,177.38874999999996
smc,1000,92.962,-6.76061,-6.44448,161.6655
smc,1000,183.596,-6.28837,-6.07496,161.6655
smc,1000,121.053,-6.83853,-6.6074,161.6655
smc,1000,204.75,-7.11609,-6.83321,161.6655
smc,1000,137.809,-6.53082,-6.2957,161.6655
smc,1000,72.299,-8.52689,-8.15086,161.6655
smc,1000,249.96,-4.319,-4.05809,161.6655
smc,1000,79.7856,-6.84726,-6.54152,161.6655
smc,1000,103.28,-7.39952,-7.12616,161.6655
smc,1000,163.226,-6.86592,-6.77313,161.6655
smc,1000,121.71,-6.71365,-6.37942,161.6655
smc,1000,205.74,-7.45716,-7.18192,161.6655
smc,1000,386.344,-4.73487,-4.50086,161.6655
smc,1000,130.403,-6.86279,-6.56733,161.6655
smc,1000,234.711,-3.76684,-3.59692,161.6655
smc,1000,185.932,-6.51934,-6.22738,161.6655
smc,1000,101.444,-9.02636,-8.73966,161.6655
smc,1000,190.507,-5.18772,-5.00918,161.6655
smc,1000,105.55,-7.23949,-7.1039,161.6655
smc,1000,160.451,-4.56601,-4.24426,161.6655
smc_fixedOrder,1000,25.0971,-10.8377,-10.4644,161.6655
smc_fixedOrder,1000,34.6069,-8.72078,-8.31814,161.6655
smc_fixedOrder,1000,27.1992,-9.34001,-9.00922,161.6655
smc_fixedOrder,1000,28.8013,-9.28445,-9.08263,161.6655
smc_fixedOrder,1000,51.8844,-8.3485,-8.07653,161.6655
smc_fixedOrder,1000,32.7781,-10.8839,-10.6694,161.6655
smc_fixedOrder,1000,33.7257,-9.04462,-8.8762,161.6655
smc_fixedOrder,1000,35.9109,-10.5277,-10.222,161.6655
smc_fixedOrder,1000,72.6162,-8.7256,-8.44172,161.6655
smc_fixedOrder,1000,26.2231,-10.3336,-9.99343,161.6655
smc_fixedOrder,1000,60.187,-7.73203,-7.51542,161.6655
smc_fixedOrder,1000,56.5533,-6.66662,-6.39925,161.6655
smc_fixedOrder,1000,61.9194,-8.62087,-8.3001,161.6655
smc_fixedOrder,1000,31.2487,-7.96023,-7.75835,161.6655
smc_fixedOrder,1000,40.9057,-10.6171,-10.2859,161.6655
smc_fixedOrder,1000,41.2586,-7.4474,-7.22359,161.6655
smc_fixedOrder,1000,32.9865,-10.5654,-10.2436,161.6655
smc_fixedOrder,1000,17.1166,-12.0767,-11.6756,161.6655
smc_fixedOrder,1000,64.6372,-8.59966,-8.28054,161.6655
smc_fixedOrder,1000,40.172,-9.83798,-9.46557,161.6655
mh,1000,161.723,-35.6053,-15.836,161.6655
mh,1000,161.626,-16.2441,-15.2288,161.6655
mh,1000,161.728,-59.0332,-18.4037,161.6655
mh,1000,161.652,-15.1204,-8.09463,161.6655
mh,1000,161.663,-17.4724,-15.7758,161.6655
mh,1000,161.646,-16.1746,-12.9685,161.6655
mh,1000,161.724,-22.4827,-19.0713,161.6655
mh,1000,161.683,-18.9381,-15.8956,161.6655
mh,1000,161.638,-18.3916,-15.8588,161.6655
mh,1000,161.743,-491.398,-19.6839,161.6655
mh,1000,161.646,-16.1304,-15.2591,161.6655
mh,1000,161.636,-15.6435,-15.1243,161.6655
mh,1000,161.63,-7.99594,-7.04216,161.6655
mh,1000,161.633,-15.6059,-15.0938,161.6655
mh,1000,161.648,-34.0946,-18.0758,161.6655
mh,1000,161.697,-67.5444,-15.805,161.6655
mh,1000,161.637,-13.2506,-10.7503,161.6655
mh,1000,161.653,-16.4344,-13.4577,161.6655
mh,1000,161.646,-23.0691,-15.0981,161.6655
mh,1000,161.658,-19.2742,-15.6094,161.6655
,undefined
